State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
Wisconsin,92,415,1,0,0,264,91,44,160,115,13,198,73,8,9,5,2,0,0
Illinois,21,415,0,0,0,146,78,24,109,79,9,247,108,11,6,7,1,0,0
Delaware,122,510,0,0,0,157,134,26,184,122,15,197,59,8,8,5,2,4,1
Rhode Island,133,510,1,0,0,127,108,21,251,81,21,135,88,6,10,3,2,1,0
Texas,145,415,0,0,0,187,110,31,197,117,16,167,108,7,4,4,1,2,0
Oregon,25,408,0,0,0,178,90,30,141,72,12,203,99,9,8,5,2,2,0
Mississippi,126,415,0,0,0,256,112,43,199,90,16,188,122,8,7,5,1,3,0
Oregon,76,415,0,0,0,169,77,28,124,87,10,219,92,9,10,3,2,0,0
Delaware,113,415,0,0,0,239,47,40,282,110,24,238,88,10,8,3,2,2,1
South Dakota,128,408,0,1,34,142,73,24,194,79,16,239,81,10,16,6,4,1,0
Nevada,115,415,0,0,0,184,98,31,327,73,27,212,106,9,7,6,2,2,0
New Mexico,141,415,0,1,28,206,126,35,264,126,22,171,124,7,9,11,2,2,0
Minnesota,51,510,0,0,0,259,114,44,176,94,14,77,112,3,15,1,4,1,0
New Jersey,100,415,0,0,0,203,122,34,283,76,24,197,83,8,12,3,3,0,0
Indiana,96,415,0,1,45,248,124,42,140,77,11,263,102,11,10,2,2,3,0
Maine,163,415,0,0,0,122,129,20,113,108,9,180,97,8,12,7,3,1,0
New Hampshire,67,415,0,1,40,104,65,17,216,93,18,217,128,9,9,9,2,1,0
Kansas,46,510,0,0,0,250,100,42,260,90,22,195,104,8,13,2,3,2,1
Nebraska,148,415,0,0,0,178,98,30,282,110,24,181,98,8,11,4,3,1,0
Michigan,112,510,0,0,0,243,77,41,182,97,15,259,94,11,12,2,3,1,0
South Carolina,78,415,0,0,0,155,106,26,175,101,14,155,125,7,11,5,3,2,0
Pennsylvania,61,408,0,1,31,288,101,49,203,102,17,203,49,9,8,3,2,0,0
Montana,58,510,0,1,29,240,80,40,118,91,10,164,108,7,11,3,3,1,0
New Mexico,155,415,0,0,0,190,123,32,301,96,25,214,134,9,8,3,2,1,0
Ohio,100,510,0,0,0,278,76,47,176,74,15,219,126,9,8,4,2,0,1
Wyoming,113,510,0,0,0,155,93,26,330,106,28,189,123,8,13,3,3,1,0
Arkansas,135,510,0,1,27,273,141,46,154,99,13,245,112,11,12,6,3,1,0
Florida,99,408,0,0,0,155,93,26,265,95,22,145,67,6,12,4,3,0,0
Arkansas,59,510,0,1,29,133,114,22,221,82,18,131,103,5,6,3,1,1,0
Missouri,135,510,0,0,0,246,129,41,187,121,15,154,109,6,12,5,3,1,0
Texas,88,510,0,0,0,138,116,23,236,138,20,179,110,8,9,4,2,3,0
New Mexico,55,510,0,0,0,286,100,48,134,121,11,192,122,8,6,5,1,2,0
Georgia,75,415,0,0,0,117,114,19,201,61,17,107,82,4,12,3,3,1,0
Kansas,86,408,0,1,23,225,107,38,246,105,20,245,81,11,9,2,2,0,0
Ohio,97,408,0,0,0,256,125,43,273,100,23,222,101,10,11,1,3,1,1
Massachusetts,88,415,0,0,0,264,124,45,245,112,20,160,115,7,14,2,4,1,1
Kentucky,54,408,0,0,0,159,99,27,264,64,22,115,70,5,9,7,2,2,0
District of Columbia,11,415,0,1,28,190,86,32,220,122,18,180,80,8,6,3,1,3,0
Washington,109,415,0,0,0,184,120,31,120,119,10,153,86,6,11,3,2,0,0
Utah,90,415,0,0,0,261,128,44,220,104,18,136,91,6,9,5,2,1,0
Nevada,91,408,0,0,0,133,75,22,195,87,16,280,89,12,5,2,1,0,0
North Dakota,105,415,0,1,23,193,85,32,220,90,18,272,111,12,8,5,2,0,0
Nevada,71,415,1,0,0,178,113,30,167,94,14,182,111,8,13,3,3,3,1
Florida,132,510,0,1,36,226,103,38,181,125,15,258,102,11,10,5,2,3,1
Maryland,112,415,0,0,0,170,103,28,200,71,17,258,100,11,11,4,3,1,0
Alabama,41,510,0,1,34,194,63,33,254,110,21,160,115,7,17,9,4,2,0
Nebraska,44,415,0,0,0,240,146,40,164,83,13,240,106,10,10,2,2,1,0
Nevada,78,408,0,0,0,75,116,12,248,87,21,176,83,7,9,6,2,3,0
Illinois,149,408,0,0,0,69,117,11,136,100,11,181,53,8,6,3,1,1,0
West Virginia,72,510,0,1,33,96,59,16,315,98,26,163,117,7,6,4,1,4,1
Utah,50,510,0,0,0,258,106,43,161,106,13,225,110,10,11,5,3,1,0
Georgia,141,510,0,1,23,149,112,25,162,118,13,220,115,9,7,2,2,3,0
Arizona,140,408,0,0,0,149,134,25,164,98,13,294,124,13,8,2,2,1,0
Idaho,99,408,0,0,0,190,102,32,158,107,13,271,92,12,11,4,3,2,0
Hawaii,166,408,0,0,0,181,108,30,253,54,21,112,94,5,11,6,3,1,0
Maryland,74,415,0,0,0,155,116,26,173,63,14,257,97,11,8,4,2,0,0
Georgia,117,510,0,0,0,149,95,25,256,110,21,212,92,9,13,13,3,2,0
Georgia,85,510,0,0,0,222,132,37,231,101,19,223,75,10,11,2,2,3,0
Utah,36,415,0,1,16,149,111,25,131,113,11,132,87,5,6,2,1,0,0
Indiana,76,415,0,0,0,204,100,34,292,139,24,244,105,10,10,2,2,0,0
Vermont,165,510,0,0,0,242,126,41,209,65,17,228,126,10,0,0,0,1,0
Iowa,130,415,0,0,0,150,119,25,230,99,19,186,76,8,12,4,3,1,0
Maine,92,415,1,0,0,130,113,22,260,122,22,244,98,10,9,2,2,2,1
Maryland,18,408,0,0,0,273,93,46,114,116,9,250,120,11,8,4,2,1,0
Florida,161,415,1,0,0,156,114,26,180,63,15,179,115,8,11,9,3,2,0
California,93,415,0,1,36,178,134,30,178,102,15,126,82,5,8,4,2,2,0
Alabama,144,415,0,0,0,177,93,30,287,75,24,180,118,8,11,3,3,2,0
West Virginia,95,415,0,0,0,175,91,29,244,109,20,75,95,3,7,2,2,1,0
Florida,124,415,0,1,28,251,104,42,225,89,19,251,121,11,7,5,2,1,0
Michigan,93,415,1,0,0,216,61,36,207,120,17,221,110,9,17,5,4,1,1
Michigan,109,415,1,1,26,217,138,36,145,111,12,280,76,12,9,3,2,0,0
New Mexico,80,510,0,0,0,206,97,35,154,98,13,263,82,11,12,12,3,0,0
Alaska,41,415,0,0,0,159,66,27,125,75,10,261,76,11,11,5,3,1,0
Ohio,136,415,0,1,31,143,88,24,236,65,20,227,120,10,11,5,3,2,0
Kansas,143,408,0,1,24,186,69,31,222,116,18,234,138,10,11,5,3,1,0
Mississippi,118,415,0,1,26,170,114,29,199,125,16,169,98,7,9,5,2,5,1
Vermont,193,408,0,1,17,124,102,21,202,81,17,205,129,9,12,3,3,1,0
Nebraska,73,415,0,0,0,198,94,33,279,101,23,146,87,6,14,8,4,3,0
Virginia,62,408,0,0,0,172,101,29,204,97,17,240,90,10,9,8,2,2,0
Delaware,30,415,0,1,30,217,74,36,213,86,18,227,104,10,6,3,1,0,0
Alabama,60,408,1,1,29,265,113,45,215,94,18,108,82,4,14,12,3,0,1
Idaho,148,510,0,1,14,93,137,15,193,72,16,144,84,6,17,5,4,1,0
Mississippi,96,510,0,0,0,98,100,16,307,88,26,182,120,8,7,1,2,2,0
New Mexico,87,415,0,0,0,168,92,28,224,100,19,169,99,7,12,3,3,1,0
Wisconsin,41,408,0,0,0,202,97,34,153,104,13,113,92,5,9,3,2,3,0
West Virginia,112,415,0,0,0,261,108,44,154,102,13,130,90,5,11,2,3,1,0
South Carolina,88,510,0,0,0,73,86,12,161,82,13,239,76,10,8,3,2,4,1
Kentucky,122,408,0,1,27,253,84,43,229,109,19,190,123,8,9,5,2,7,0
Missouri,61,408,0,0,0,45,108,7,151,74,12,152,94,6,9,6,2,2,0
Oklahoma,176,408,0,0,0,47,125,8,167,90,14,163,107,7,10,8,2,2,0
Michigan,30,510,0,0,0,227,88,38,182,100,15,191,134,8,12,3,3,0,0
Idaho,46,415,0,0,0,124,133,21,157,143,13,199,72,8,8,4,2,2,0
District of Columbia,100,510,1,0,0,68,110,11,337,115,28,205,99,9,12,9,3,0,0
New York,47,415,0,1,37,163,77,27,203,102,17,232,87,10,7,4,2,2,0
Alabama,77,415,0,0,0,163,112,27,219,89,18,233,66,10,6,3,1,2,0
Oregon,98,415,0,1,38,213,61,36,253,104,21,207,73,9,10,5,2,2,0
Nebraska,194,408,0,0,0,48,101,8,281,138,23,218,87,9,18,1,4,1,0
Texas,128,415,0,1,40,171,88,29,145,109,12,196,93,8,14,6,3,1,0
Utah,190,415,0,1,22,166,93,28,183,92,15,121,102,5,8,3,2,0,0
New York,59,408,0,0,0,107,113,18,216,125,18,217,92,9,9,3,2,2,0
Alabama,47,408,0,1,28,141,94,24,168,108,14,113,84,5,7,2,2,1,0
Minnesota,152,415,1,1,20,237,120,40,253,94,21,265,80,11,14,3,3,9,1
Rhode Island,95,510,0,1,27,129,106,22,248,90,21,268,115,12,11,3,3,1,0
Connecticut,31,415,0,1,31,100,54,17,246,97,20,255,131,11,5,3,1,0,0
Oklahoma,121,408,0,1,31,237,63,40,205,117,17,196,85,8,10,5,2,4,0
Alaska,111,415,0,0,0,172,58,29,183,108,15,158,104,7,7,3,2,4,1
Georgia,44,510,0,0,0,288,112,48,258,92,21,192,90,8,10,4,2,3,1
Utah,61,510,1,0,0,78,103,13,195,149,16,108,100,4,10,6,2,2,0
New Mexico,65,415,0,0,0,148,80,25,259,94,22,149,107,6,12,6,3,2,0
Nebraska,74,415,0,1,25,194,84,33,119,103,10,175,75,7,13,2,3,2,0
New Jersey,123,408,0,0,0,159,77,27,303,92,25,226,120,10,12,4,3,0,0
Texas,58,408,0,1,20,194,110,33,213,89,18,236,92,10,9,2,2,1,0
Montana,74,408,0,0,0,174,96,29,251,94,21,257,123,11,8,5,2,2,1
Colorado,125,415,0,0,0,131,97,22,136,100,11,308,119,13,7,6,2,2,0
Rhode Island,53,408,0,1,18,146,107,24,310,84,26,178,130,8,7,7,1,0,0
Wyoming,99,408,0,1,28,200,88,34,264,116,22,172,102,7,9,5,2,1,0
Idaho,99,415,0,0,0,145,106,24,98,106,8,230,83,10,10,5,2,1,0
Connecticut,66,415,0,1,29,229,104,39,257,84,21,231,119,10,8,1,2,2,0
Maine,97,510,0,0,0,211,76,35,189,100,16,123,102,5,4,4,1,3,0
Maryland,85,510,1,0,0,216,73,36,188,117,16,147,98,6,3,7,0,2,0
Indiana,108,510,0,0,0,293,88,49,160,101,13,143,87,6,10,6,2,2,0
North Carolina,133,408,1,1,32,221,137,37,264,99,22,168,108,7,15,4,4,2,1
Delaware,51,510,0,0,0,181,108,30,196,87,16,187,119,8,10,2,2,1,0
Minnesota,186,415,0,1,26,74,107,12,177,116,15,296,90,13,14,3,3,2,0
Wisconsin,44,415,1,0,0,62,92,10,275,82,23,138,108,6,10,3,2,1,0
Florida,64,408,0,1,31,228,88,38,248,109,21,167,124,7,9,1,2,3,0
South Dakota,114,415,0,1,36,309,90,52,200,89,17,183,105,8,14,2,3,1,0
Florida,92,415,0,0,0,201,74,34,226,119,19,217,80,9,13,6,3,3,0
Oregon,110,408,0,0,0,149,112,25,180,93,15,140,119,6,11,4,3,2,0
Colorado,90,408,0,1,30,183,76,31,229,95,19,144,124,6,7,3,2,1,0
Connecticut,72,408,0,1,21,186,108,31,335,86,28,187,119,8,16,4,4,1,0
Pennsylvania,171,415,0,1,25,223,77,37,183,118,15,150,90,6,10,3,2,3,0
New Mexico,104,415,0,0,0,164,109,27,155,90,13,168,117,7,10,8,2,1,0
Maine,165,408,0,0,0,150,75,25,193,93,16,311,93,14,10,2,2,1,0
South Dakota,104,510,0,0,0,234,128,39,293,92,24,183,79,8,9,6,2,0,1
Arkansas,110,408,0,0,0,55,102,9,164,124,14,200,108,9,10,5,2,1,0
Alabama,109,408,0,0,0,218,105,37,299,87,25,158,110,7,11,4,3,2,0
Oklahoma,92,510,0,0,0,176,85,29,93,125,7,207,107,9,9,1,2,2,0
Maine,82,510,0,1,29,207,111,35,254,137,21,169,92,7,9,5,2,2,0
West Virginia,90,415,0,0,0,205,138,34,161,83,13,269,104,12,12,6,3,2,0
Hawaii,87,408,0,1,28,151,95,25,152,97,12,250,109,11,0,0,0,1,0
Minnesota,124,510,0,0,0,157,70,26,130,79,11,193,98,8,9,4,2,3,0
Arizona,84,415,0,0,0,159,80,27,167,128,14,167,101,7,12,5,3,1,0
Ohio,75,510,0,1,46,214,62,36,200,111,17,246,126,11,9,6,2,0,0
Michigan,102,510,0,0,0,102,89,17,246,77,20,170,140,7,9,4,2,2,0
Massachusetts,62,415,1,0,0,159,86,27,197,76,16,121,105,5,13,6,3,0,1
West Virginia,143,510,0,0,0,202,109,34,165,104,14,143,71,6,4,4,1,1,0
Michigan,53,415,0,0,0,57,95,9,265,131,22,244,128,10,11,6,3,3,0
Rhode Island,129,415,0,0,0,139,119,23,289,105,24,129,97,5,13,8,3,0,0
Wyoming,28,415,0,0,0,187,94,31,248,86,21,208,124,9,10,5,2,0,0
Kentucky,90,415,0,0,0,193,83,32,154,79,13,299,60,13,12,3,3,1,0
Oregon,151,510,0,0,0,156,108,26,233,118,19,195,141,8,7,6,2,4,0
District of Columbia,41,408,0,1,37,239,110,40,221,115,18,189,100,8,7,1,1,2,0
Utah,48,510,0,1,43,172,111,29,200,64,17,233,96,10,8,5,2,1,0
Virginia,153,510,0,0,0,195,107,33,154,96,13,142,97,6,11,6,3,1,0
Kansas,110,415,1,0,0,293,79,49,188,90,16,266,91,12,14,4,3,0,1
Kansas,163,415,0,0,0,191,89,32,193,87,16,268,121,12,12,4,3,1,0
District of Columbia,126,510,0,0,0,122,88,20,143,111,12,157,106,7,11,3,3,1,0
District of Columbia,126,415,0,0,0,161,110,27,220,125,18,249,78,11,5,2,1,0,0
Texas,97,510,0,0,0,144,91,24,226,137,19,144,72,6,13,4,3,3,0
New Jersey,95,408,1,1,37,220,109,37,185,99,15,205,82,9,4,2,1,0,1
Delaware,87,510,0,0,0,256,105,43,160,102,13,249,80,11,7,2,2,4,0
Vermont,97,415,0,0,0,112,119,19,217,109,18,152,76,6,6,5,1,1,0
Georgia,76,415,0,0,0,299,125,50,226,92,19,210,134,9,13,4,3,0,1
Texas,140,408,0,0,0,194,107,33,170,99,14,225,93,10,13,4,3,0,0
Montana,169,415,0,0,0,100,112,17,230,69,19,193,95,8,9,2,2,0,0
North Dakota,68,408,0,1,22,82,97,14,289,94,24,180,114,8,4,4,1,3,0
New Jersey,122,415,0,1,34,146,104,24,89,103,7,220,91,9,15,4,4,2,0
Missouri,36,408,0,0,0,177,129,30,224,87,19,306,102,13,10,6,2,2,0
Colorado,120,510,0,1,27,153,84,26,194,73,16,256,94,11,10,7,2,5,0
North Carolina,64,408,0,1,19,180,106,30,127,92,10,237,118,10,7,3,2,0,0
Montana,13,415,0,1,31,265,94,45,147,95,12,259,117,11,12,1,3,1,0
Delaware,106,415,0,0,0,128,83,21,134,114,11,210,113,9,11,2,3,0,0
Virginia,74,408,0,0,0,165,120,28,198,106,16,208,102,9,9,3,2,1,0
Illinois,83,415,0,0,0,195,92,33,210,83,17,180,92,8,11,13,2,0,0
Oklahoma,49,415,0,0,0,213,79,36,265,93,22,239,128,10,15,7,4,0,0
Colorado,111,510,0,1,24,205,114,34,219,99,18,215,95,9,14,4,3,1,0
Montana,50,415,0,1,22,252,112,42,177,99,15,158,146,7,8,4,2,3,0
Maine,88,415,0,0,0,192,91,32,127,127,10,155,125,7,7,5,2,1,0
Wisconsin,131,415,0,1,39,69,122,11,101,136,8,104,94,4,9,4,2,0,0
Missouri,79,408,0,0,0,261,97,44,210,48,17,256,83,11,6,3,1,3,1
New York,140,415,0,0,0,235,81,40,257,130,21,103,111,4,11,4,3,2,0
Connecticut,105,408,0,0,0,213,100,36,204,52,17,179,93,8,9,6,2,1,0
Wyoming,87,415,0,1,22,263,65,44,103,115,8,208,109,9,8,3,2,3,0
California,96,510,0,1,31,183,126,31,195,106,16,180,93,8,10,5,2,1,0
Alaska,130,415,0,0,0,242,101,41,102,114,8,142,89,6,9,2,2,2,0
Virginia,34,415,0,0,0,151,102,25,131,101,11,186,86,8,9,7,2,0,0
Colorado,139,415,0,0,0,138,103,23,164,100,13,134,63,6,8,2,2,1,0
Nebraska,63,415,0,0,0,211,80,35,237,93,20,259,58,11,12,2,3,0,0
Vermont,152,415,0,0,0,197,126,33,130,76,11,78,100,3,7,4,2,3,0
North Dakota,147,408,0,0,0,205,95,34,166,128,14,240,84,10,7,4,2,1,0
Georgia,112,415,0,1,22,181,110,30,228,123,19,262,141,11,9,4,2,2,0
Oregon,120,415,0,0,0,252,120,42,150,106,12,151,96,6,9,1,2,2,0
Wyoming,171,415,0,0,0,231,135,39,188,74,16,206,124,9,12,1,3,1,0
Georgia,101,415,0,1,33,200,108,34,188,122,16,205,90,9,15,4,4,0,0
Illinois,151,408,0,0,0,175,106,29,144,87,12,160,88,7,11,5,3,0,0
Colorado,60,408,0,0,0,125,99,21,248,62,21,211,79,9,11,3,3,3,0
Massachusetts,42,408,0,0,0,241,134,41,116,114,9,152,91,6,10,4,2,0,0
Indiana,84,408,0,0,0,217,99,36,236,68,20,118,120,5,9,4,2,1,0
New York,65,510,0,0,0,195,110,33,181,109,15,178,105,8,8,4,2,0,0
Texas,75,415,1,0,0,222,78,37,327,111,27,208,104,9,8,9,2,1,1
Nebraska,189,415,0,1,38,256,98,43,150,120,12,123,87,5,11,3,3,3,0
South Carolina,108,510,0,0,0,187,101,31,199,126,16,216,107,9,12,8,3,1,0
Colorado,71,415,0,0,0,277,104,47,131,121,11,126,101,5,8,2,2,1,0
Mississippi,137,510,0,0,0,147,119,25,192,91,16,172,105,7,10,4,2,1,0
Nebraska,82,408,0,0,0,185,36,31,276,134,23,192,104,8,5,7,1,4,0
Montana,96,415,0,0,0,97,98,16,105,118,8,220,105,9,11,9,3,1,0
New Hampshire,37,415,0,0,0,206,89,35,186,88,15,307,86,13,8,11,2,0,0
Iowa,98,415,0,0,0,216,86,36,190,114,16,187,79,8,11,9,2,0,0
West Virginia,121,415,0,0,0,103,110,17,129,82,10,167,113,7,10,3,2,0,0
Rhode Island,94,415,0,0,0,139,95,23,159,92,13,128,129,5,7,3,2,0,0
Kansas,99,415,0,0,0,191,110,32,163,102,13,243,114,10,14,3,3,1,0
Montana,163,510,0,1,23,160,104,27,189,64,16,229,118,10,10,7,2,1,0
Missouri,161,510,0,0,0,221,95,37,193,82,16,194,113,8,6,4,1,3,0
Hawaii,99,415,0,0,0,62,81,10,231,64,19,168,121,7,8,5,2,1,0
Colorado,108,415,0,0,0,215,78,36,195,119,16,194,65,8,3,5,0,1,0
Connecticut,84,510,0,1,42,165,97,28,223,118,19,260,72,11,7,7,2,3,0
District of Columbia,139,510,0,0,0,203,81,34,152,99,12,197,76,8,9,3,2,2,0
Tennessee,69,510,0,0,0,195,70,33,216,108,18,259,119,11,12,4,3,3,0
Wyoming,129,510,0,0,0,143,114,24,297,98,25,212,86,9,11,8,3,4,0
Missouri,106,415,0,0,0,114,104,19,78,101,6,232,78,10,0,0,0,2,0
South Dakota,168,415,0,1,22,175,70,29,211,105,17,174,81,7,7,5,1,2,0
Georgia,57,408,1,1,30,234,130,39,195,116,16,268,94,12,11,4,3,2,0
Arizona,67,415,0,0,0,210,116,35,219,86,18,179,83,8,7,6,1,1,0
Alaska,127,408,0,0,0,182,124,30,169,110,14,184,116,8,9,3,2,1,0
Alaska,78,510,0,0,0,190,88,32,194,89,16,256,109,11,11,5,3,2,0
Connecticut,100,415,0,1,38,177,88,30,163,108,13,242,72,10,7,2,2,0,0
Kentucky,113,415,0,0,0,215,96,36,193,127,16,105,115,4,13,3,3,1,0
Michigan,78,510,0,0,0,137,109,23,237,49,20,206,136,9,14,11,3,3,0
Oregon,129,510,0,1,36,192,103,32,177,83,15,216,118,9,16,5,4,1,0
Tennessee,57,510,0,0,0,149,100,25,200,110,17,231,101,10,11,3,3,2,0
West Virginia,82,408,0,0,0,143,116,24,170,99,14,287,95,12,7,5,2,1,0
Wyoming,94,510,0,0,0,271,105,46,202,105,17,221,51,9,11,3,3,3,1
Wyoming,90,415,0,0,0,207,121,35,292,104,24,226,103,10,8,1,2,2,0
Indiana,48,510,0,0,0,300,94,51,133,103,11,197,94,8,7,5,1,2,0
New Mexico,85,408,0,1,37,229,123,39,132,90,11,211,76,9,9,8,2,2,0
New Jersey,93,415,1,1,20,187,110,31,169,94,14,175,127,7,12,4,3,1,0
District of Columbia,169,415,1,0,0,57,98,9,199,78,16,274,103,12,6,6,1,3,0
Utah,68,415,0,0,0,162,86,27,155,86,13,189,87,8,11,9,2,5,1
Kentucky,91,415,1,0,0,145,89,24,175,102,14,223,151,10,16,3,4,2,1
Kansas,68,510,0,0,0,159,123,27,240,93,20,210,76,9,11,3,3,1,0
Michigan,101,510,0,0,0,190,72,32,208,103,17,203,111,9,8,8,2,1,0
Utah,67,510,0,1,20,230,40,39,189,58,16,162,115,7,9,2,2,1,0
Florida,116,415,0,1,17,193,112,32,240,131,20,248,98,11,11,3,3,5,0
Louisiana,158,408,0,0,0,202,126,34,163,86,13,195,84,8,10,6,2,1,0
Montana,78,415,0,0,0,191,122,32,241,88,20,203,86,9,9,5,2,1,0
Washington,119,415,0,1,26,161,97,27,250,110,21,142,92,6,6,8,1,1,0
Michigan,120,415,0,0,0,150,85,25,119,128,10,232,123,10,6,2,1,1,0
Kentucky,155,510,0,0,0,184,102,31,196,117,16,226,122,10,7,1,2,1,0
Louisiana,106,408,0,0,0,220,120,37,270,95,22,121,113,5,8,5,2,1,0
Alabama,146,415,0,1,32,154,80,26,185,91,15,148,107,6,8,4,2,3,0
Missouri,101,415,0,1,29,121,116,20,186,100,15,241,75,10,10,6,2,0,0
Colorado,22,510,0,1,23,182,94,30,164,59,13,128,102,5,12,4,3,3,0
New York,41,415,0,0,0,209,105,35,121,105,10,253,104,11,9,4,2,1,0
Oregon,69,415,0,0,0,167,76,28,242,92,20,101,103,4,11,4,3,2,0
Wyoming,33,415,0,0,0,213,88,36,239,119,20,148,71,6,9,14,2,2,0
Utah,112,415,0,0,0,115,108,19,243,111,20,184,78,8,13,5,3,1,0
Nevada,136,415,0,1,21,179,88,30,181,97,15,320,120,14,9,4,2,2,0
North Carolina,128,510,0,0,0,187,84,31,270,95,23,206,68,9,10,5,2,1,0
North Carolina,27,408,0,0,0,201,128,34,227,100,19,145,91,6,8,3,2,2,0
Wyoming,161,415,1,0,0,189,78,32,267,117,22,184,137,8,1,6,0,1,0
Florida,120,415,0,1,31,153,83,26,219,96,18,237,76,10,11,4,3,0,0
California,113,415,0,0,0,187,97,31,208,118,17,158,101,7,8,6,2,2,0
Pennsylvania,122,415,1,0,0,230,132,39,243,99,20,182,57,8,11,2,2,0,1
West Virginia,148,415,0,1,26,244,150,41,118,138,10,236,91,10,15,4,4,2,0
New Jersey,74,415,0,0,0,230,93,39,223,78,18,157,101,7,9,2,2,3,0
Montana,106,415,0,0,0,187,104,31,250,117,21,144,81,6,11,3,2,1,0
Minnesota,179,415,0,0,0,170,54,29,191,108,16,214,107,9,13,4,3,1,0
Idaho,77,510,0,0,0,189,112,32,207,95,17,214,91,9,9,7,2,0,0
Massachusetts,127,408,1,0,0,176,110,30,167,100,14,182,138,8,7,2,2,1,1
Oregon,80,415,0,0,0,161,99,27,198,81,16,228,116,10,10,4,2,1,0
Alabama,61,415,0,1,20,254,133,43,161,96,13,251,91,11,10,4,2,0,0
North Dakota,135,510,1,1,24,127,54,21,215,105,18,234,84,10,5,4,1,2,0
Louisiana,115,415,0,1,26,170,107,28,217,77,18,225,71,10,13,5,3,6,0
Mississippi,107,510,1,0,0,273,104,46,183,68,15,153,67,6,11,9,2,2,0
West Virginia,112,415,1,0,0,161,138,27,200,114,17,134,134,6,10,4,2,1,0
Kansas,103,408,1,0,0,62,124,10,170,66,14,280,78,12,9,4,2,3,0
Pennsylvania,69,415,0,0,0,228,70,38,263,80,22,142,60,6,10,5,2,3,0
South Dakota,85,408,0,0,0,209,82,35,194,94,16,200,85,9,11,3,3,0,0
New Jersey,24,408,0,0,0,265,86,45,208,102,17,182,105,8,11,6,3,2,1
Alabama,90,415,0,0,0,214,97,36,117,117,10,133,78,6,11,2,3,2,0
Maine,137,510,0,0,0,110,79,18,223,111,18,169,64,7,10,3,2,3,0
Nevada,69,510,1,1,33,271,98,46,253,102,21,165,85,7,8,2,2,1,1
Wisconsin,45,408,0,0,0,112,108,19,218,120,18,240,106,10,9,3,2,2,0
Hawaii,73,408,0,0,0,187,118,31,239,90,20,167,108,7,15,2,4,1,0
Delaware,92,415,0,0,0,197,84,33,269,105,22,158,105,7,10,4,2,1,0
Arizona,113,415,0,1,32,180,89,30,129,124,11,166,124,7,8,2,2,1,0
Georgia,135,415,0,1,22,197,113,33,259,95,22,134,135,6,14,5,3,2,0
Arizona,100,415,0,1,26,153,115,26,137,146,11,213,104,9,15,5,4,1,0
Minnesota,96,415,0,1,27,261,96,44,220,101,18,179,97,8,11,2,3,1,0
Maine,108,510,0,0,0,246,102,41,202,134,17,180,95,8,9,5,2,1,0
Florida,84,510,0,0,0,191,88,32,318,119,27,247,79,11,6,4,1,0,0
Washington,134,408,0,0,0,208,86,35,253,89,21,291,86,13,12,3,3,1,0
Montana,72,415,0,0,0,253,73,43,219,78,18,210,89,9,9,4,2,0,0
Alabama,83,408,0,0,0,202,87,34,201,111,17,101,82,4,6,4,1,0,0
West Virginia,137,408,0,0,0,174,120,29,156,98,13,136,121,6,10,5,2,0,0
Georgia,56,415,0,1,30,127,89,21,172,116,14,194,111,8,12,3,3,1,0
Ohio,61,510,1,1,16,143,76,24,242,58,20,147,95,6,11,3,3,0,0
Delaware,171,510,0,1,17,186,94,31,240,138,20,200,64,9,5,3,1,1,0
Florida,58,510,0,0,0,234,89,39,106,131,9,178,122,8,9,6,2,0,0
Alaska,156,510,0,0,0,123,96,21,103,80,8,189,82,8,13,4,3,1,0
Wisconsin,166,510,0,0,0,173,103,29,276,83,23,190,113,8,15,5,4,0,0
Kentucky,75,415,0,0,0,314,102,53,169,86,14,285,100,12,5,3,1,2,1
Ohio,83,510,0,0,0,227,78,38,207,115,17,211,100,9,12,5,3,1,0
Minnesota,150,415,0,0,0,146,133,24,202,95,17,234,103,10,13,3,3,1,0
West Virginia,92,510,0,1,16,184,99,31,76,134,6,185,96,8,12,3,3,2,0
Alabama,134,415,0,0,0,178,110,30,153,64,13,236,105,10,11,4,3,1,0
Pennsylvania,77,510,0,1,24,149,74,25,123,72,10,174,84,7,10,6,2,1,0
Delaware,147,510,0,0,0,209,104,35,132,78,11,149,123,6,11,3,3,2,0
Missouri,74,415,0,0,0,172,105,29,211,99,17,182,105,8,11,6,3,1,0
Illinois,138,510,1,0,0,169,82,28,217,147,18,184,77,8,9,9,2,1,0
Hawaii,64,415,0,0,0,194,147,33,173,87,14,268,114,12,5,2,1,2,0
Maine,120,510,0,0,0,198,56,33,230,73,19,119,81,5,9,3,2,2,0
Colorado,121,408,1,0,0,167,94,28,93,121,7,241,115,10,13,1,3,3,1
New Hampshire,88,415,0,0,0,202,86,34,216,93,18,239,99,10,11,2,3,2,0
Florida,104,415,0,0,0,76,116,12,115,74,9,226,94,10,9,3,2,3,0
Georgia,27,510,0,0,0,72,75,12,208,117,17,65,71,2,9,3,2,1,0
Illinois,81,415,0,1,31,210,100,35,225,97,19,168,120,7,9,4,2,0,0
North Carolina,64,510,1,1,33,127,93,21,162,104,13,247,109,11,8,13,2,0,0
Vermont,107,510,0,1,28,201,79,34,304,128,25,225,133,10,11,8,3,1,0
